,s1,s2,p-value
9536,SO,SRE,6.02E-05
3373,CRM,EXPE,6.35E-05
7126,HIG,WELL,6.55E-05
6347,GLW,TXN,6.57E-05
1477,ARE,KR,6.76E-05
6120,GE,PRU,7.06E-05
3444,CRM,LYV,7.08E-05
5746,FITB,MCHP,7.18E-05
5028,EQIX,HWM,7.26E-05
920,AMCR,MTD,7.44E-05
5765,FITB,MPWR,7.75E-05
3339,CRM,CSGP,8.12E-05
1147,ANSS,JCI,8.28E-05
4467,EBAY,PGR,8.87E-05
1027,AMZN,GE,9.03E-05
5476,FICO,L,9.08E-05
5336,EXPD,WFC,9.25E-05
8588,MOS,WAT,9.55E-05
2040,BKR,PRU,9.60E-05
9137,PFG,WY,9.77E-05
4078,DOV,HSIC,9.94E-05
21,AAPL,CSGP,9.98E-05
7956,KR,PEAK,0.000100023
3061,CMS,TFX,0.000102386
6978,HIG,HWM,0.000103357
3033,CMI,PFG,0.00010387
5034,EQIX,LEN,0.000104777
751,AIG,COST,0.000104807
6772,HBAN,MHK,0.000105476
3413,CRM,HWM,0.000105586
7115,HIG,V,0.000109102
9039,PFG,POOL,0.000109442
7075,HIG,ROST,0.000109895
25,AAPL,EQIX,0.000113892
7038,HIG,NOW,0.000116487
9239,PNC,TEL,0.000119425
3638,CTSH,MAR,0.000120567
3060,CMS,SYY,0.000123681
7055,HIG,PCAR,0.000127175
6530,GS,MGM,0.000132182
5698,FITB,IQV,0.000134092
3513,CRM,RJF,0.000137239
5038,EQIX,MAS,0.000137764
7074,HIG,ROP,0.000140253
7973,KR,SEE,0.000145116
3454,CRM,MLM,0.000149449
5688,FITB,IDXX,0.000151692
4489,ECL,EQIX,0.000153402
133,ADBE,AIG,0.000153831
7066,HIG,PTC,0.000154311
8874,NI,TFX,0.000156405
6843,HBAN,POOL,0.000161606
6098,GE,MAR,0.000163435
6990,HIG,IRM,0.000165003
9435,RL,TEL,0.000173435
5843,FITB,RL,0.000173437
774,AIG,META,0.000173646
5142,EVRG,WYNN,0.000176324
6992,HIG,IT,0.000177131
3469,CRM,NFLX,0.000178784
7425,JKHY,OTIS,0.000181851
6819,HBAN,OTIS,0.000181915
131,ACN,RCL,0.000184533
6090,GE,JPM,0.0001867
9370,PSA,UPS,0.00018979
7393,ITW,TEL,0.00019336
7301,INTC,L,0.000200164
8615,MS,PEAK,0.000201726
4971,EMN,MGM,0.000203332
607,ADSK,TSLA,0.000211147
1009,AMP,SHW,0.000213726
1045,AMZN,PTC,0.000216862
5826,FITB,POOL,0.000217507
5671,FITB,HD,0.000217933
5810,FITB,PCG,0.000222252
234,ADSK,AMAT,0.000226646
9955,WEC,WYNN,0.000233913
4003,DHI,EQIX,0.000234216
2809,CHTR,J,0.000235667
3525,CRM,SNA,0.000236992
8497,META,PRU,0.000238856
9356,PRU,WMB,0.000243304
795,AIG,ROP,0.000244614
6250,GL,HLT,0.000245662
41,AAPL,LYV,0.000247213
8462,MET,MPC,0.00024887
5733,FITB,LOW,0.000249201
2710,CFG,TMO,0.000252437
3016,CME,FDS,0.000253674
3509,CRM,RCL,0.000253715
2170,C,CMS,0.000254484
6722,HBAN,ITW,0.000256634
9560,SO,YUM,0.000259828
7039,HIG,NRG,0.000266109
1615,AWK,CLX,0.000268309
9372,PSA,VICI,0.000271296
5361,FANG,OMC,0.000274006
3389,CRM,GEN,0.000278452
6346,GLW,SWKS,0.000281595
5870,FITB,SWK,0.000284185
3557,CRM,VMC,0.000286429
8447,MCO,SPGI,0.000288161
2991,CMA,MPWR,0.000290031
4127,DOV,PM,0.000291438
2993,CMA,NUE,0.000293594
7974,KR,SJM,0.000295151
2999,CMA,SCHW,0.000301678
7059,HIG,PHM,0.000301843
755,AIG,CTAS,0.000302256
5753,FITB,MGM,0.000302269
1140,ANSS,GM,0.000307917
5778,FITB,NDSN,0.000314976
6893,HBAN,TEL,0.000317015
9045,PFG,PWR,0.000324392
761,AIG,FICO,0.000327407
7105,HIG,TTWO,0.00033146
8692,MTB,POOL,0.000331534
7076,HIG,RSG,0.00033268
6323,GL,TT,0.000333326
4044,DLTR,KR,0.000336457
8663,MTB,NXPI,0.000338492
7018,HIG,MCO,0.000339227
4965,EMN,KIM,0.00034067
5719,FITB,KMI,0.00034648
6118,GE,PHM,0.000350029
9378,PSA,ZBRA,0.00035014
6979,HIG,IBM,0.000355828
3482,CRM,ORCL,0.000360773
5437,FDX,PRU,0.000369266
7058,HIG,PH,0.000370025
3592,CTAS,HIG,0.000374957
1555,ATO,OTIS,0.0003778
9524,SEE,WBA,0.000382753
1181,ANSS,ZBH,0.000382865
9544,SO,TRV,0.000385917
6707,HBAN,IDXX,0.000386733
9202,PNC,RL,0.000389601
8000,KR,WBD,0.000392185
5108,ETR,IFF,0.000392802
7999,KR,WBA,0.000393474
9035,PFG,PM,0.000393987
7128,HIG,WMB,0.000395007
762,AIG,GE,0.000395254
1076,ANET,HSY,0.0004072
2342,CE,ETN,0.000410866
5803,FITB,OTIS,0.000414441
7367,IRM,PRU,0.000414617
9079,PFG,SWK,0.000417349
1116,ANET,WRK,0.000417578
9056,PFG,ROK,0.000418524
7121,HIG,WAB,0.000419895
6047,FSLR,PSA,0.000423121
5660,FITB,GNRC,0.000432511
1889,BBWI,EG,0.000434631
3027,CMI,DE,0.00043619
8893,NOW,PTC,0.000445851
5974,FOXA,GLW,0.00044618
6985,HIG,INTC,0.000448852
2989,CMA,ITW,0.000449963
5940,FITB,XYL,0.000455939
5821,FITB,PM,0.00045604
6989,HIG,IR,0.000456586
5695,FITB,INVH,0.000456662
7395,ITW,WY,0.000459437
7364,IRM,MAR,0.000459818
9811,TFC,XYL,0.000461428
5096,ES,WYNN,0.000475576
558,ADSK,RJF,0.000475887
5770,FITB,MSCI,0.000479569
3442,CRM,LRCX,0.000480963
2272,CBOE,MOH,0.000482008
1052,ANET,BIIB,0.000486562
9037,PFG,PNW,0.000488239
3536,CRM,TDG,0.000492165
5022,EQIX,FI,0.000496239
2772,CHD,INVH,0.000502924
6446,GPC,PSA,0.000503374
3475,CRM,NTAP,0.000504505
6765,HBAN,MCHP,0.000505516
7468,JPM,SHW,0.000512292
5531,FIS,LOW,0.000513002
5006,ENPH,PSA,0.000514227
5795,FITB,NXPI,0.00051591
5837,FITB,QRVO,0.000516134
1956,BIIB,WRB,0.000519223
6782,HBAN,MPWR,0.00051981
5744,FITB,MAS,0.000524194
5308,EXPD,JPM,0.000527794
8437,MCHP,TEL,0.000533115
5397,FDS,HSY,0.000535017
9768,TFC,TXN,0.000535329
6122,GE,PTC,0.0005359
8718,MTB,SCHW,0.000539603
7015,HIG,MAR,0.000539653
7285,IFF,XEL,0.000540992
239,ADSK,AMP,0.000544966
1548,ATO,MGM,0.000545132
9795,TFC,WEC,0.000548065
4178,DOW,EIX,0.000550016
5863,FITB,SPG,0.0005567
5935,FITB,WY,0.000566168
7952,KR,O,0.000571646
9376,PSA,WYNN,0.000577531
3580,CSCO,TRV,0.000578451
