,s1,s2,p-value
3682,KVUE,XRAY,0
3683,KVUE,XYL,0
3633,KVUE,TRV,0
4535,VLTO,WMB,0
4529,VLTO,WDC,0
3677,KVUE,WTW,0
4528,VLTO,WBD,0
3684,KVUE,YUM,0
4527,VLTO,WBA,0
4536,VLTO,WMT,0
4526,VLTO,WAT,0
4537,VLTO,WRB,0
3685,KVUE,ZBH,0
3676,KVUE,WST,0
3667,KVUE,WEC,0
3666,KVUE,WDC,0
4550,VLTO,ZION,0
3650,KVUE,USB,0
3656,KVUE,VRSK,0
3655,KVUE,VMC,0
3638,KVUE,TTWO,0
4543,VLTO,XEL,0
3654,KVUE,VLO,0
3653,KVUE,VICI,0
3652,KVUE,VFC,0
3651,KVUE,V,0
3637,KVUE,TT,0
3639,KVUE,TXN,0
3640,KVUE,TXT,0
3648,KVUE,UPS,0
3647,KVUE,UNP,0
3646,KVUE,UNH,0
3645,KVUE,ULTA,0
3644,KVUE,UHS,0
3643,KVUE,UDR,0
3642,KVUE,UAL,0
3649,KVUE,URI,0
3658,KVUE,VRTX,0
3657,KVUE,VRSN,0
3636,KVUE,TSN,0
3634,KVUE,TSCO,0
4545,VLTO,XRAY,0
3665,KVUE,WBD,0
3664,KVUE,WBA,0
3635,KVUE,TSLA,0
3663,KVUE,WAT,0
3662,KVUE,WAB,0
3659,KVUE,VTR,0
3661,KVUE,VZ,0
3641,KVUE,TYL,0
3660,KVUE,VTRS,0
4548,VLTO,ZBH,0
4544,VLTO,XOM,0
4542,VLTO,WYNN,0
2567,EQIX,SPGI,3.64E-07
1621,CMS,TFX,5.10E-06
512,ANSS,GM,1.01E-05
519,ANSS,LUV,1.18E-05
79,ACN,AMAT,1.39E-05
1048,ATO,HPQ,1.39E-05
3031,HIG,HLT,1.68E-05
2091,ED,IFF,1.90E-05
2748,FDS,WRK,2.38E-05
511,ANSS,GLW,2.57E-05
4485,TSCO,VFC,2.70E-05
3003,GWW,HII,2.94E-05
4045,NI,SEE,3.72E-05
517,ANSS,JCI,3.88E-05
4371,PSA,VICI,3.88E-05
9,AAPL,EQIX,3.99E-05
3039,HIG,LIN,4.17E-05
1063,ATO,MHK,5.00E-05
3840,MCHP,TEL,5.64E-05
1237,BRK-B,CTSH,5.94E-05
1099,AWK,CLX,7.57E-05
4057,NI,VICI,8.04E-05
2974,GOOGL,VRSK,8.08E-05
2497,EMN,IDXX,8.39E-05
2537,EQIX,HWM,8.57E-05
3759,LNT,SEE,0.000106324
3230,INVH,QRVO,0.000106715
2547,EQIX,MCO,0.000126731
526,ANSS,PNW,0.000129669
1062,ATO,MGM,0.000138268
1815,CTSH,MAR,0.000139845
2964,GOOG,VRSK,0.000140277
210,ADSK,NTAP,0.000144346
2740,FDS,PKG,0.000157248
112,ACN,KLAC,0.000196301
463,AMZN,GE,0.000202644
2052,EBAY,PGR,0.000203475
1620,CMS,SYY,0.000209034
85,ACN,AVGO,0.000227632
125,ACN,NTAP,0.000246462
514,ANSS,HCA,0.000274628
3055,HIG,PTC,0.000275306
1247,BRO,DLR,0.000276887
4039,NI,PODD,0.000284948
3329,JNPR,RMD,0.000291632
1905,DLR,GE,0.000295929
2545,EQIX,MAS,0.000305371
3041,HIG,LULU,0.000315623
534,ANSS,ZBH,0.000315977
144,ACN,URI,0.000327516
2073,ECL,EQIX,0.00033819
115,ACN,LRCX,0.00037424
4302,PGR,WHR,0.000379649
2576,EQR,UAL,0.000385948
305,AIZ,CTVA,0.000393736
1122,BAC,KIM,0.000407747
4329,PNW,UDR,0.000409362
109,ACN,IR,0.000417966
3034,HIG,INTC,0.00042899
3309,JKHY,OTIS,0.000431347
475,ANET,BIIB,0.000434825
3705,LH,WAB,0.00044912
3165,ICE,NVR,0.000469594
3721,LIN,V,0.000497191
4052,NI,TSCO,0.000499924
4218,PEG,SBAC,0.000500486
3959,MRO,VRSN,0.00052981
1498,CHRW,KR,0.000530802
487,ANET,INTC,0.000532387
4400,REG,WY,0.000536186
4376,PSA,ZBRA,0.000541414
21,AAPL,SPGI,0.000569732
1512,CHTR,J,0.000577484
2845,FSLR,SJM,0.000587253
1563,CMA,REG,0.000595701
2065,EBAY,UDR,0.00060306
2868,GE,LRCX,0.0006106
1944,DOW,TSN,0.000643105
3286,ITW,WY,0.000658455
3058,HIG,RSG,0.000670049
454,AMP,SHW,0.000675383
3994,MTD,WEC,0.00067622
2866,GE,IRM,0.000694393
1475,CHD,INVH,0.000726707
4140,ORLY,TYL,0.000729269
1903,DLR,ETN,0.000734334
1942,DOW,TMO,0.000737068
2798,FIS,POOL,0.000752457
2568,EQIX,SWK,0.000764871
3285,ITW,TEL,0.000769273
420,AMCR,MTD,0.000782987
2499,EMN,KIM,0.000787269
4034,NI,O,0.00078948
4428,SEE,WBA,0.000791863
135,ACN,RCL,0.000798977
1039,ATO,DRI,0.000801354
504,ANET,WRK,0.000826389
3246,IQV,NDSN,0.000828152
27,ABNB,FDX,0.000837385
1393,CDAY,DD,0.000839247
3331,JNPR,RTX,0.000844719
390,ALLE,GNRC,0.000851001
282,AIG,COST,0.00086151
2599,ETR,IFF,0.000866993
100,ACN,FFIV,0.000878099
4418,SBAC,SRE,0.000888165
94,ACN,CE,0.000902336
2823,FRT,HBAN,0.000908567
1460,CFG,FRT,0.000913847
4495,TXN,ZBRA,0.000933151
78,ACN,ADSK,0.000939144
4290,PEG,WTW,0.000939358
1729,CPRT,MSFT,0.000945785
1768,CTAS,HIG,0.000952088
124,ACN,NOW,0.000962062
2892,GEHC,OMC,0.00096986
2259,ELV,KEY,0.000980326
3978,MTB,REG,0.000982079
1030,ATO,BALL,0.001001414
303,AIZ,BMY,0.001013048
3742,LMT,PPL,0.001019613
2947,GLW,TXN,0.001026621
1974,DUK,ULTA,0.001035408
3326,JNPR,PODD,0.001037051
3284,ITW,SYF,0.00105462
3057,HIG,ROST,0.001057727
4089,NVR,SCHW,0.001085282
3938,MPWR,RL,0.001093448
3196,IFF,XEL,0.001105795
1767,CTAS,FICO,0.001134331
4276,PEG,VZ,0.001137121
3937,MPWR,PNC,0.001144522
3137,HWM,MAS,0.001167008
3036,HIG,IT,0.001167557
3761,LNT,TFX,0.001206015
1889,DHI,MAS,0.001242496
513,ANSS,GPC,0.001260392
1306,BWA,PAYC,0.001268352
4398,REG,USB,0.001269182
1330,CAH,FAST,0.001273647
2777,FI,LEN,0.001288818
4409,ROL,XYL,0.001292173
330,AJG,ENPH,0.001322496
3925,MO,XRAY,0.001324792
2505,ENPH,ILMN,0.001324849
4450,SO,YUM,0.001327867
4238,PEG,SYY,0.001352366
3054,HIG,PHM,0.001389331
3144,HWM,SPGI,0.001418518
2512,ENPH,PSA,0.00142456
3935,MPC,TXT,0.001454335
3179,ICE,SWK,0.001455862
3882,MLM,RCL,0.001472386
1214,BKR,ODFL,0.00147658
3719,LIN,TT,0.001479637
2077,ECL,MAS,0.001493385
2060,EBAY,TECH,0.001500697
72,ACGL,MTD,0.001531824
2962,GOOG,NEM,0.001545729
2831,FSLR,KR,0.001551825
385,ALK,JCI,0.001556444
132,ACN,PHM,0.00158195
1826,CTVA,L,0.001611197
1565,CMA,SCHW,0.00162866
3987,MTB,WY,0.001632358
2324,ELV,NDAQ,0.001656686
1754,CSCO,TRV,0.001659479
2504,ENPH,GPC,0.001673902
3212,INTC,NRG,0.001688258
2692,EXPD,SNA,0.00172624
3177,ICE,SHW,0.001732793
3829,MAS,WFC,0.001741919
3818,MAA,PEP,0.001744041
4313,PNC,RL,0.001755866
2621,EVRG,HOLX,0.001762886
1838,CTVA,WYNN,0.001771018
1070,ATO,PPG,0.001773861
3787,LULU,STX,0.0017799
466,AMZN,LRCX,0.001784365
4049,NI,TFX,0.00179862
485,ANET,HSY,0.001805874
2662,EXC,SEE,0.001823491
4327,PNW,TXN,0.001824887
518,ANSS,LKQ,0.001827613
3344,JNPR,ZBH,0.001846317
3927,MOH,PFE,0.001857781
2972,GOOGL,NEM,0.001903237
2760,FE,IFF,0.001948188
2156,EL,WEC,0.001950985
2998,GRMN,HIG,0.001956907
3333,JNPR,SEE,0.00197388
4445,SO,ULTA,0.001977321
2053,EBAY,PNW,0.001978341
3171,ICE,PWR,0.001983899
1507,CHTR,COP,0.002012925
1714,COST,PCAR,0.002018985
465,AMZN,KLAC,0.002020595
2039,EBAY,MAA,0.002031107
1599,CMS,ETSY,0.002031288
2085,ECL,WFC,0.002037893
4040,NI,PSA,0.002051722
2991,GPC,NEE,0.002052822
3715,LIN,ROST,0.002052849
1032,ATO,BBY,0.002069359
2629,EVRG,WYNN,0.002073544
3257,IRM,MA,0.002074044
4332,PNW,WHR,0.002076354
442,AMP,APH,0.002095962
1774,CTAS,NOW,0.002096673
2993,GPC,SEDG,0.002107768
1699,COR,FAST,0.002111578
2588,ES,HOLX,0.0021163
4062,NI,YUM,0.002118039
3980,MTB,SCHW,0.002163061
4403,RL,SPG,0.002163486
505,ANET,WYNN,0.002170112
2624,EVRG,LVS,0.002173742
3693,L,ROP,0.002193835
1231,BR,DLR,0.002236458
4095,NVR,WFC,0.002255794
2024,EBAY,FTNT,0.002263623
4490,TSN,VFC,0.002274602
3315,JNPR,KHC,0.002300052
2336,ELV,NTRS,0.002305072
395,AMAT,AMZN,0.002322341
1555,CLX,KO,0.002323451
2999,GRMN,IT,0.002335651
1926,DOW,IEX,0.002337983
2265,ELV,KMI,0.002340328
3028,HES,VRSN,0.002367095
264,AES,NI,0.00239136
3432,KMI,WAT,0.002393749
3183,ICE,URI,0.002404515
1230,BR,CTSH,0.002422289
3321,JNPR,MPC,0.002450062
4245,PEG,TFC,0.0024677
2527,EOG,VRSN,0.002482577
2034,EBAY,JCI,0.002484164
3435,KMX,LOW,0.002499007
976,APA,VRSN,0.002519491
2142,EIX,TSCO,0.002532906
290,AIG,META,0.002535698
4440,SO,SYY,0.002538401
1937,DOW,PM,0.002540136
1884,DGX,LHX,0.002558448
1385,CCI,SRE,0.002565307
2809,FMC,WYNN,0.002572238
1031,ATO,BAX,0.002576523
4321,PNW,SJM,0.002581912
3838,MCHP,RL,0.002582118
2939,GL,HLT,0.002582272
1205,BKNG,CTSH,0.002607983
1808,CTSH,ETN,0.002619797
422,AMCR,PARA,0.002624835
1896,DIS,IFF,0.002646554
4367,PSA,TPR,0.002657822
3258,IRM,MAR,0.002664513
2914,GILD,NKE,0.002680573
977,APD,APTV,0.002685057
4393,QRVO,SYF,0.002686439
3765,LNT,VICI,0.002689453
4263,PEG,ULTA,0.002707036
1655,CNP,LNT,0.002711999
2007,DXCM,ROL,0.002713229
213,ADSK,PANW,0.002724262
1960,DTE,TFX,0.002733873
3723,LIN,WELL,0.002742505
233,AEE,HOLX,0.00276247
4042,NI,RMD,0.002777303
3008,HBAN,KIM,0.002779541
4512,VFC,WBD,0.002783061
192,ADSK,FFIV,0.002787085
3690,L,MOH,0.00280837
2702,EXR,TFX,0.002815899
1929,DOW,KDP,0.002851398
3071,HLT,LIN,0.0028518
4046,NI,SJM,0.002868581
3208,INCY,TSCO,0.002870666
285,AIG,DLR,0.002895223
481,ANET,CTVA,0.002916148
181,ADSK,APH,0.002921596
4395,REG,SCHW,0.002923082
3293,J,OMC,0.002928311
1462,CFG,HBAN,0.002966462
3209,INCY,TSN,0.00298134
2736,FDS,MOH,0.003001505
4470,SYY,TFX,0.003006839
2589,ES,MTD,0.003029061
1501,CHRW,PEP,0.003033262
431,AME,CCL,0.003034209
1770,CTAS,INTC,0.003043959
2566,EQIX,SNA,0.003048102
2552,EQIX,NFLX,0.003066781
3718,LIN,TDG,0.003108503
1009,APD,PAYC,0.003120308
3443,KO,NI,0.003133924
2867,GE,KLAC,0.003141552
4026,NEM,TSCO,0.0031491
185,ADSK,CE,0.003159037
1553,CL,SO,0.003159052
251,AEP,IFF,0.00317338
1916,DLR,WMB,0.003193525
3396,KMI,NTRS,0.003238472
3067,HIG,V,0.003244209
1895,DIS,ETR,0.00324434
4017,NEE,SJM,0.003246948
2710,FANG,LW,0.003299211
3352,JPM,SHW,0.003300548
1712,COST,L,0.003319189
1693,COP,OMC,0.003324072
523,ANSS,MKC,0.003328375
2641,EXC,GOOG,0.003330366
1670,CNP,ULTA,0.003334455
4284,PEG,WM,0.003350138
376,ALB,CB,0.003357189
1743,CRL,QRVO,0.003362387
1740,CPT,TECH,0.003372277
4216,PEG,RTX,0.003379232
3756,LNT,PODD,0.003381441
2617,ETSY,TFX,0.003389443
2826,FSLR,GPC,0.003397784
3804,LYB,MSCI,0.003398855
1746,CRM,EXPE,0.003424158
1976,DUK,WAT,0.00343735
3126,HUM,NCLH,0.003445752
3072,HLT,LULU,0.003484852
2851,FSLR,WYNN,0.003485677
1983,DVN,EXC,0.003486847
4246,PEG,TGT,0.003494259
650,AON,ELV,0.003502709
1068,ATO,OTIS,0.003505039
1511,CHTR,HAL,0.003515286
3916,MO,SJM,0.003519619
136,ACN,RJF,0.003545757
3924,MO,WYNN,0.003552259
3225,INVH,ISRG,0.003573594
2109,ED,ULTA,0.003608092
399,AMAT,IR,0.003624353
2510,ENPH,NEE,0.003624518
2756,FE,GEHC,0.003627286
589,AON,CHD,0.003633767
3763,LNT,TSCO,0.003648118
2143,EIX,TSN,0.003651428
82,ACN,AMZN,0.003654727
2741,FDS,PSX,0.003662098
1736,CPT,EBAY,0.003684663
2769,FE,TFX,0.003690862
721,AON,HUM,0.00370713
1864,D,MTD,0.003711431
3251,IR,LRCX,0.003722274
3342,JNPR,WYNN,0.00373
4000,MU,SNPS,0.003735546
3056,HIG,ROP,0.003738236
3989,MTD,NI,0.003757213
456,AMP,URI,0.003758474
313,AIZ,MOH,0.003780311
2717,FAST,HIG,0.003807358
2049,EBAY,PAYC,0.003807837
2651,EXC,LLY,0.003808175
2642,EXC,GOOGL,0.003830873
1442,CEG,KMB,0.003842405
3337,JNPR,TFX,0.003860082
3091,HON,UHS,0.003865889
4204,PEG,QCOM,0.003871956
4294,PEG,XYL,0.003885583
2126,EIX,INCY,0.003918318
2070,EBAY,XRAY,0.003926698
2933,GILD,VRSK,0.003948073
4517,VLO,VRSN,0.00394993
371,AKAM,KMB,0.003958047
2981,GPC,ILMN,0.003968279
1037,ATO,COO,0.00399636
1415,CDNS,INTC,0.004008581
3048,HIG,NOW,0.004032992
176,ADSK,AMAT,0.004054227
4010,NDSN,SYF,0.004054879
1378,CBRE,PWR,0.004057198
339,AJG,GPC,0.004057373
2744,FDS,TRGP,0.004073511
17,AAPL,NFLX,0.004090813
3769,LNT,YUM,0.004093858
4167,PCAR,PH,0.004101864
4415,ROST,TT,0.004112336
1626,CMS,YUM,0.004112588
1638,CNC,LULU,0.004115537
1215,BLK,FITB,0.004120132
2946,GLW,PNW,0.004136044
1697,COP,VRSN,0.004159328
486,ANET,IBM,0.00416596
2081,ECL,SCHW,0.004185842
1738,CPT,PGR,0.004186861
2783,FICO,HIG,0.004202469
2655,EXC,MTD,0.004211758
3061,HIG,SPG,0.004224696
469,AMZN,NVDA,0.004247334
1411,CDNS,CTAS,0.004248214
4087,NVR,REG,0.004250129
3182,ICE,UNP,0.004255298
70,ACGL,MO,0.004269263
370,AKAM,CTVA,0.00426956
2996,GPC,XRAY,0.004271557
1593,CMI,PFG,0.004285627
131,ACN,PH,0.004305109
982,APD,BWA,0.004319129
2737,FDS,MPC,0.00433985
1667,CNP,TFX,0.004341389
2872,GE,NTAP,0.004347461
130,ACN,PCAR,0.004359004
4338,PODD,RMD,0.00442058
2985,GPC,LKQ,0.004430685
4373,PSA,XRAY,0.004432828
4193,PEG,PODD,0.004451551
3799,LW,OMC,0.004503858
3273,ITW,JKHY,0.004530879
2470,ELV,WAT,0.004554125
4222,PEG,SEE,0.004561538
2521,EOG,LW,0.004580619
4499,TYL,XOM,0.004582771
3884,MLM,TTWO,0.004615237
2622,EVRG,K,0.004615617
4334,PNW,XRAY,0.004622052
4151,OXY,VRSN,0.004649779
3094,HPE,TSLA,0.004652069
2773,FFIV,IBM,0.004653247
4331,PNW,UPS,0.004656203
2988,GPC,MO,0.004657342
1078,AVB,BBY,0.004668703
201,ADSK,IR,0.004686176
3262,IRM,ZION,0.004689451
2995,GPC,WYNN,0.004732507
3872,MKTX,NEM,0.004733256
2531,EQIX,FI,0.004740786
232,AEE,EL,0.004748992
2019,EBAY,EW,0.004754961
246,AEP,AMCR,0.004769962
4043,NI,RTX,0.004770491
461,AMZN,AVGO,0.004804096
4427,SEDG,WYNN,0.004804547
490,ANET,L,0.004808067
156,ADI,DOV,0.004823586
4231,PEG,STT,0.004826393
3158,ICE,MAS,0.004828974
1799,CTRA,LW,0.004852499
1596,CMS,DGX,0.004853589
374,AKAM,WYNN,0.004897617
3130,HUM,ROK,0.004917658
2211,ELV,GS,0.004946207
3214,INTC,ROST,0.004951457
4336,PNW,ZBH,0.004972006
3912,MO,PEP,0.00497672
128,ACN,NXPI,0.00499272
2837,FSLR,NEE,0.005009797
4458,STE,T,0.005012819
1870,DD,EMR,0.005014323
1132,BALL,OTIS,0.005061702
4457,SRE,ULTA,0.005065375
488,ANET,INTU,0.00507658
2554,EQIX,NVR,0.0050851
3918,MO,TECH,0.005094777
4501,UHS,VTR,0.005112336
3176,ICE,SCHW,0.005117133
4507,UPS,WBD,0.005151631
2841,FSLR,PSA,0.005168033
3772,LRCX,MLM,0.005193359
1811,CTSH,GE,0.005193928
1371,CBOE,SEDG,0.005195493
1067,ATO,O,0.005205591
297,AIG,ROP,0.005208815
1445,CEG,WEC,0.005209189
41,ABT,DTE,0.005213359
1166,BBY,LUV,0.005229621
3845,MCK,NEM,0.005234327
4560,WDC,WYNN,0.005246694
2062,EBAY,TROW,0.005248471
1238,BRK-B,DLR,0.005256297
412,AMCR,D,0.005258407
2040,EBAY,MDT,0.005271846
2573,EQIX,WFC,0.005341668
2824,FRT,IDXX,0.005344969
258,AES,CMS,0.005358196
3950,MRO,OMC,0.00536058
1529,CI,KHC,0.005368005
489,ANET,KMB,0.005396452
2008,DXCM,XYL,0.005418962
3915,MO,SEDG,0.005424064
1947,DOW,WBD,0.005427079
2025,EBAY,GD,0.005428656
1052,ATO,IVZ,0.005446148
476,ANET,BMY,0.005456179
1424,CDNS,VRTX,0.005483515
304,AIZ,CBOE,0.005484087
1876,DE,MTCH,0.005490467
1117,AZO,TMUS,0.005492056
2383,ELV,QCOM,0.00550626
1457,CF,VRSN,0.005518675
3776,LRCX,RCL,0.005528228
3166,ICE,NXPI,0.005556708
3343,JNPR,YUM,0.005572779
10,AAPL,EXPD,0.005582762
1111,AWK,YUM,0.005597455
2865,GE,IR,0.005639856
230,AEE,CEG,0.005640255
3339,JNPR,TRGP,0.005661883
277,AFL,MOH,0.005692319
1006,APD,MTCH,0.00574927
2833,FSLR,MKC,0.005816414
1071,ATO,ROL,0.005826276
401,AMAT,MLM,0.005851354
2548,EQIX,MLM,0.005860966
2431,ELV,TFC,0.00586166
1598,CMS,DXCM,0.005872221
3790,LULU,V,0.00590447
892,AON,STZ,0.005912625
2909,GILD,MKTX,0.005925941
2082,ECL,SPGI,0.005927173
529,ANSS,UAL,0.005928629
3049,HIG,NRG,0.005931774
1261,BSX,CMG,0.005946765
4364,PSA,SJM,0.005952704
271,AFL,CTVA,0.005961054
4444,SO,TRV,0.005965314
3786,LULU,STLD,0.005970711
3986,MTB,WFC,0.005978782
3320,JNPR,MDT,0.005993806
4249,PEG,TPR,0.00600405
801,AON,MTCH,0.006004593
244,AEE,WYNN,0.006005357
7,AAPL,CSGP,0.006014493
1050,ATO,INVH,0.006031849
2785,FICO,L,0.006040223
1019,APD,WHR,0.006054814
2669,EXC,WYNN,0.006061128
2215,ELV,HBAN,0.006088512
2646,EXC,INCY,0.006092698
3749,LNT,MTD,0.006099064
1957,DTE,MCD,0.006107216
2551,EQIX,NDSN,0.006109457
1577,CME,FANG,0.006113901
147,ADBE,DLR,0.006133439
4173,PCG,VTR,0.006144697
3809,MA,MAR,0.006152321
1687,COP,J,0.0061541
1028,ARE,MMM,0.006162906
1948,DPZ,FDX,0.0061682
507,ANSS,CHRW,0.006229615
2530,EQIX,EXPE,0.006233341
4452,SPGI,WFC,0.006237741
3784,LULU,ROST,0.006240256
1675,COF,MPWR,0.006295163
1128,BALL,IDXX,0.006297623
3428,KMI,USB,0.006303236
4164,PAYX,UNP,0.006318338
2330,ELV,NKE,0.006318606
3234,IP,OKE,0.006322381
464,AMZN,IR,0.006330235
3151,IBM,ROP,0.006381648
1867,D,TFX,0.006402422
2542,EQIX,LEN,0.006403516
3973,MTB,NXPI,0.006425579
1915,DLR,TJX,0.006459475
3279,ITW,POOL,0.006479904
4181,PEAK,XRAY,0.006486429
1953,DTE,DXCM,0.006486851
527,ANSS,SJM,0.006506561
2708,FANG,IPG,0.006509088
1335,CAH,MSFT,0.006515498
3112,HSIC,UPS,0.006516439
311,AIZ,L,0.006517349
472,AMZN,PH,0.006527972
4211,PEG,RMD,0.006532194
1602,CMS,GEHC,0.006535324
161,ADI,IDXX,0.006543538
4080,NTAP,TTWO,0.006545138
2577,EQT,ETR,0.006556559
1674,COF,ECL,0.006582966
3216,INTC,TT,0.006598144
3782,LULU,PFE,0.006607292
3170,ICE,POOL,0.006609427
4475,TECH,XRAY,0.006625621
4438,SO,SRE,0.00663027
404,AMAT,NVDA,0.006651849
4295,PEG,YUM,0.006660684
1218,BLK,POOL,0.006708679
2529,EQIX,EXPD,0.006720861
1859,CZR,VTRS,0.006746124
1384,CCI,PPL,0.006760001
1033,ATO,BEN,0.00676283
2050,EBAY,PEAK,0.006767643
317,AIZ,SEDG,0.006773858
2862,GD,UNH,0.006821917
2611,ETSY,GEHC,0.006834461
554,AON,BDX,0.006844582
2876,GE,PH,0.006846063
1673,CNP,YUM,0.00685838
1060,ATO,MDLZ,0.006883323
3106,HSIC,PSA,0.006893713
4262,PEG,UHS,0.006895925
4292,PEG,XEL,0.006910501
3402,KMI,PFG,0.006911082
