Date,GDX GLD_cum_rets,GDX SLV_cum_rets,GDX USLV_cum_rets,GDX SIVR_cum_rets,GDX KXI_cum_rets,GDX JPM_cum_rets,GDXJ GLD_cum_rets,GDXJ SLV_cum_rets,GDXJ USLV_cum_rets,GDXJ SIVR_cum_rets,GDXJ KXI_cum_rets,GLD SLV_cum_rets,GLD SIVR_cum_rets,GLD SPY_cum_rets,GLD VOO_cum_rets,GLD VTI_cum_rets,GLD VDC_cum_rets,GLD KXI_cum_rets,GLD JPM_cum_rets,GLD CMCSA_cum_rets,GOOGL CMCSA_cum_rets,NVDA QQQ_cum_rets,NVDA MSFT_cum_rets,NVDA WFC_cum_rets,CSCO GS_cum_rets,HYG JNK_cum_rets,HYG CVX_cum_rets,JNK CVX_cum_rets,SLV SIVR_cum_rets,SLV SPY_cum_rets,SLV VOO_cum_rets,SLV VTI_cum_rets,SLV VDC_cum_rets,SLV KXI_cum_rets,SIVR SPY_cum_rets,SIVR VTI_cum_rets,SIVR VDC_cum_rets,SIVR KXI_cum_rets,SPY VOO_cum_rets,SPY CMCSA_cum_rets,VOO CMCSA_cum_rets,VTI CMCSA_cum_rets,UPRO WFC_cum_rets,JPM GS_cum_rets
2015-08-13,0.9983058166257077,0.9962616996572007,1.014697949354212,0.9946433971161909,0.9608058630838103,0.9867193509189038,0.9916991998980015,1.031258245523585,1.0279054101050882,1.0310261267739842,0.982054060136278,1.003526730187191,1.0050035357865768,1.0002991595534787,1.0002580855026548,1.0002374950776767,1.0,1.0059329517172273,0.9967854238255052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982643500868189,0.9986011378948482,1.0,0.9997938438338781,0.9997193217932157,0.9997006248049486,1.0,1.0,1.0000137786370658,1.0,1.0,1.0,1.0,0.9969259059475045,0.9970105185040319,0.9968514062420858,1.0,1.0059379565485056
2015-08-14,1.0049170763641646,0.9964860890884365,1.014697949354212,0.9950150838662122,0.9696528217725976,0.9973919485844327,0.9939464080918593,1.031258245523585,1.0279054101050882,1.0271231149485596,0.9866410583171119,1.0093982288695582,1.0107091956016312,1.0029898278709195,1.0030611319976028,1.0030433012496462,1.0,1.0080957337197702,1.000532020524688,1.0041773284353146,1.0,1.0,1.0,1.0,0.9988848277035253,1.0,0.9980948689469837,0.9985733912411728,1.0,1.0080706085123792,1.0081143135518469,1.0080983696337802,1.0,1.0,1.0081920900937935,1.0,1.0,1.0,1.0,1.0038060742992991,1.0040117262832395,1.0039478793513101,1.0,1.0059379565485056
2015-08-17,1.0049170763641646,0.9964860890884365,1.014697949354212,0.9950150838662122,0.9696528217725976,0.9973919485844327,0.9939464080918593,1.031258245523585,1.0279054101050882,1.0271231149485596,0.9866410583171119,1.0093982288695582,1.0107091956016312,1.0029898278709195,1.0030611319976028,1.0030433012496462,1.0,1.0080957337197702,1.000532020524688,0.992051035185848,1.0,1.0,1.0,1.0,1.0049859623145334,1.0,1.0133701518493354,1.0131465282423933,1.0,1.0091721653869246,1.009210348312643,1.0096238147328578,1.0,1.0,1.0090756730355122,1.0,1.0,1.0,1.0,1.0038060742992991,1.0040117262832395,1.0039478793513101,1.0,1.0059379565485056
2015-08-18,1.0049170763641646,0.9964860890884365,0.9722651762384249,0.9950150838662122,0.9696528217725976,0.9973919485844327,0.9939464080918593,1.031258245523585,1.0279054101050882,1.0271231149485596,0.9866410583171119,1.0093982288695582,1.0107091956016312,1.0029898278709195,1.0030611319976028,1.0030433012496462,1.0,1.0080957337197702,1.000532020524688,0.9968970460547619,1.0,0.9946423530165766,0.9927862556212964,1.0,1.0124168960563231,1.0,1.0164223174291158,1.0131465282423933,1.0,1.0091721653869246,1.009210348312643,1.0096238147328578,1.0,1.0,1.0090756730355122,1.0,1.0,1.0,1.0,1.0038060742992991,1.0040117262832395,1.0039478793513101,1.0055218221905404,1.0059379565485056
2015-08-19,1.0049170763641646,0.9964860890884365,0.9970799506616569,0.9950150838662122,0.9696528217725976,0.9973919485844327,0.9939464080918593,1.031258245523585,1.0509987833718244,1.0271231149485596,0.9866410583171119,1.0153470069829469,1.0173078836281142,1.0029898278709195,1.0030611319976028,1.0030433012496462,1.0,1.0080957337197702,1.000532020524688,1.0002517224293894,1.0,0.9946710189381625,0.9970404176615828,1.0009377475249468,1.0124168960563231,1.0,1.003856717304375,1.0131465282423933,1.0,1.0244115504342068,1.0244411456694849,1.0253887222136373,1.0,1.0,1.0249582515388669,1.0164078127020624,1.0,1.0,1.0,1.0038060742992991,1.0040117262832395,1.0039478793513101,1.011939088862958,1.0059379565485056
2015-08-20,1.0049170763641646,0.9964860890884365,1.0006485379788344,0.9950150838662122,0.9696528217725976,0.9973919485844327,0.9939464080918593,1.031258245523585,1.057618369229564,1.0271231149485596,0.9866410583171119,1.0144659472365698,1.016224833530045,1.0029898278709195,1.0030611319976028,1.0030433012496462,0.9900383246797664,0.9963993843933622,1.000532020524688,1.0002517224293894,1.0,0.990813922251062,0.9894781712912578,0.9910450490388137,1.0124168960563231,1.0,0.9990493769290139,1.0085349511848936,1.0,1.0410464712185754,1.0411298707214496,1.0424472924198485,1.0,1.0,1.0413666380327748,1.0332390266644815,1.0,1.0,1.0,1.0038060742992991,1.0040117262832395,1.0039478793513101,1.011939088862958,1.0059379565485056
2015-08-21,1.0049170763641646,0.9964860890884365,0.9952240342139236,0.9950150838662122,0.9762366720264561,0.9973919485844327,0.9939464080918593,1.031258245523585,1.057618369229564,1.0271231149485596,1.0022436182317596,1.0069176545596163,1.008213944956174,0.9897403996996745,0.9890862587407687,0.990466339822295,0.9783587694389292,0.9852198846599679,0.9851677370200032,0.9884374005606986,1.0,0.9984398791934568,1.0048161482281126,0.9960279209494568,1.0124168960563231,1.0,0.9834076453802979,0.9925882423011327,1.0,1.0410464712185754,1.0411298707214496,1.0424472924198485,1.0,0.9946210687448697,1.0413666380327748,1.0332390266644815,1.0,1.0,1.0,1.0038060742992991,1.0040117262832395,1.0039478793513101,0.9891579621011721,1.0059379565485056
2015-08-24,1.0049170763641646,0.9964860890884365,0.9834373031712099,0.9950150838662122,1.0082378676809314,0.9973919485844327,0.9585130404250292,1.0078020652584903,1.057618369229564,1.0028399551887193,1.030499807631573,0.995641919651768,0.9977099170347188,0.9781208578044145,0.9781880887140653,0.9797059975117269,0.9698900021921477,0.9776881939986946,0.9693939267389633,0.9769423044828054,1.001070247310806,1.000885225531414,1.0048161482281126,1.0056459742678325,1.0124168960563231,1.0,0.96999506208845,0.9807677914434709,1.0,1.038525476876473,1.039372803005867,1.0409022796195757,1.0,0.9969316011574749,1.0381007140396767,1.0332390266644815,1.0,1.0,1.0,1.0038060742992991,1.0040117262832395,1.0039478793513101,0.9655349835401524,1.0059379565485056
2015-08-25,0.9967886566727061,0.9849718730908035,0.9860835995218594,0.9840779477694761,1.0082378676809314,0.9973919485844327,0.9554491930549381,1.0012174257077955,1.057618369229564,0.9968280315025814,1.030499807631573,0.999475853561375,1.0010113150828164,0.9848755598558349,0.984792315410073,0.9862794198350566,0.9767510468105618,0.9880688128996838,0.9799195647365849,0.9842850572774678,1.0015397172334715,1.000885225531414,1.0048161482281126,1.0056459742678325,1.0124168960563231,1.0,0.9620100595825761,0.9722433201469589,1.0,1.04017754020828,1.0408623564437707,1.0424271367483426,1.0,1.0031655389253735,1.0403499797511233,1.0332390266644815,1.0,1.0,1.0,1.0038060742992991,1.0040117262832395,1.0039478793513101,0.9617506919177639,1.0059379565485056
2015-08-26,0.9840735405103688,0.9788846281896866,0.9588821120317949,0.9779012483951905,1.0082378676809314,0.9973919485844327,0.9409532091703894,0.9929600812230539,1.057618369229564,0.9884797101150604,1.030499807631573,0.9939266672485236,0.9955498839751539,1.0129856617605146,1.0134732316232091,1.0134407541333594,1.0003664503665204,1.0095974093683098,1.0134136212269278,1.0082567336318087,1.0224563786020733,1.000885225531414,1.0048161482281126,1.0056459742678325,1.0124168960563231,1.0,0.9831796967321437,0.9923972406738045,1.0,1.0763667813290034,1.0776879041156324,1.0775931727972716,1.0,1.0325246974294031,1.0764638095559356,1.0332390266644815,1.0,1.0,1.0,1.0038060742992991,1.0040117262832395,1.0039478793513101,0.9880772777096,1.0059379565485056
2015-08-27,1.0111493698554461,0.9961024887531397,0.9606095781282852,0.994998144385665,1.0275299884791427,1.0094608491252195,0.9720916627499642,1.0141918184406526,1.0557784177055332,1.0095909724267491,1.0540263091844684,1.0041468383548475,1.0058835571650997,1.0129856617605146,1.0134732316232091,1.0134407541333594,1.0003664503665204,1.0095974093683098,1.0134136212269278,1.0082567336318087,1.0224563786020733,1.000885225531414,1.0048161482281126,1.0068646696995567,1.0124168960563231,1.0,1.0108377127890211,1.0205749359802767,1.0,1.0763667813290034,1.0776879041156324,1.0775931727972716,1.0,1.0340731980109217,1.0764638095559356,1.0332390266644815,1.0,1.001687322614196,1.0,1.0041036019381346,1.0044658980654193,1.0045312399296984,1.0057851921830385,1.0071288488954326
2015-08-28,1.0234003133304972,1.007176991005886,0.961725234371441,1.0054848283102051,1.043612271365563,1.0267209456289739,0.9923392419298144,1.0141918184406526,1.0489746037857808,1.0095909724267491,1.078304760122233,1.0041468383548475,1.0058835571650997,1.0129856617605146,1.0134732316232091,1.0134407541333594,1.0003664503665204,1.0095974093683098,1.0134136212269278,1.0082567336318087,1.0224563786020733,1.000885225531414,1.0048161482281126,1.0017939809511127,1.0124168960563231,1.0,1.0108377127890211,1.0205749359802767,1.0,1.0763667813290034,1.0776879041156324,1.0775931727972716,1.0,1.038859472331415,1.0764638095559356,1.0332390266644815,1.0,1.007038664821773,1.0,1.0044450956878903,1.0048449775638768,1.0045036794052769,1.0057851921830385,1.0066385109507707
2015-08-31,1.0234003133304972,1.007176991005886,0.9746000573452533,1.0054848283102051,1.0402416674666102,1.0210253125163777,0.9923392419298144,1.0209694891613492,1.0612424644943979,1.0152545391079473,1.078304760122233,1.0041468383548475,1.0058835571650997,1.0129856617605146,1.0134732316232091,1.0134407541333594,1.0003664503665204,1.0095974093683098,1.0134136212269278,1.0082567336318087,1.0224563786020733,1.000885225531414,1.0048161482281126,1.006887777640471,1.0124168960563231,1.0,1.0070327408630642,1.017859615911546,1.0,1.0763667813290034,1.0776879041156324,1.0775931727972716,1.0,1.043084732441241,1.0764638095559356,1.0332390266644815,1.0,1.0102004457284732,1.0,1.0047655953310923,1.005511145365914,1.004527647259058,1.0057851921830385,1.0095885752729439
2015-09-01,1.0234003133304972,1.007176991005886,0.9746000573452533,1.0054848283102051,1.0402416674666102,1.0263062680495545,0.9923392419298144,1.0349234809353571,1.0612424644943979,1.029972382298813,1.078304760122233,1.0041468383548475,1.0058835571650997,1.0129856617605146,1.0134732316232091,1.0134407541333594,1.0003664503665204,1.0095974093683098,1.0134136212269278,1.0082567336318087,1.0224563786020733,1.000885225531414,1.0048161482281126,1.0050006154741518,1.0124168960563231,1.0,1.0203976481095514,1.03036365389227,1.0,1.0763667813290034,1.0776879041156324,1.0775931727972716,1.0,1.053725659460135,1.0764638095559356,1.0332390266644815,1.0,1.0215649377933578,1.0,1.0080588197385936,1.0090953160239216,1.0075895303328573,1.0057851921830385,1.0095885752729439
2015-09-02,1.0234003133304972,1.007176991005886,0.9746000573452533,1.0054848283102051,1.0402416674666102,1.0263062680495545,0.9923392419298144,1.0349234809353571,1.0471729279344928,1.029972382298813,1.078304760122233,1.0041468383548475,1.0058835571650997,1.0129856617605146,1.0134732316232091,1.0134407541333594,1.011672153010216,1.0210759538325977,1.0134136212269278,1.0082567336318087,1.0224563786020733,1.000885225531414,1.0048161482281126,1.0031059910967266,1.0124168960563231,1.0,1.0222838700811179,1.0329629008568781,1.0,1.0763667813290034,1.0776879041156324,1.0775931727972716,1.0,1.053725659460135,1.0764638095559356,1.0332390266644815,1.0,1.0215649377933578,1.0,1.0080588197385936,1.0090953160239216,1.0075895303328573,1.0057851921830385,1.0095885752729439
2015-09-03,1.0234003133304972,1.007176991005886,0.9655319795565102,1.0054848283102051,1.0402416674666102,1.0263062680495545,0.9923392419298144,1.0349234809353571,1.0365037347245802,1.029972382298813,1.078304760122233,1.0041468383548475,1.0058835571650997,1.0129856617605146,1.0134732316232091,1.0134407541333594,1.011672153010216,1.0210759538325977,1.0134136212269278,1.0082567336318087,1.0224563786020733,1.000885225531414,1.0026358881852202,1.0082432614866588,1.0124168960563231,1.0,1.0207862714065576,1.0307524558524697,1.0,1.0763667813290034,1.0776879041156324,1.0775931727972716,1.0,1.053725659460135,1.0764638095559356,1.0332390266644815,1.0,1.0215649377933578,1.0,1.0080588197385936,1.0090953160239216,1.0075895303328573,1.0057851921830385,1.0095885752729439
2015-09-04,1.0234003133304972,1.007176991005886,0.9751614586941136,1.0054848283102051,1.049957066381075,1.0263062680495545,0.9923392419298144,1.0349234809353571,1.0510912459389985,1.029972382298813,1.078304760122233,1.0041468383548475,1.0058835571650997,1.0129856617605146,1.0134732316232091,1.0134407541333594,1.011672153010216,1.0210759538325977,1.0134136212269278,1.0082567336318087,1.0224563786020733,1.000885225531414,1.0008800194914385,1.0082432614866588,1.0071044870586974,1.0,1.0289035417744823,1.0389231616532102,1.0,1.0763667813290034,1.0776879041156324,1.0775931727972716,1.0,1.053725659460135,1.0764638095559356,1.0332390266644815,1.0,1.0215649377933578,1.0,1.0080588197385936,1.0090953160239216,1.0075895303328573,1.0057851921830385,1.0095885752729439
2015-09-08,1.0234003133304972,1.007176991005886,0.9581586027253159,1.0054848283102051,1.046368175268079,1.0263062680495545,0.9923392419298144,1.0349234809353571,1.0361434411067076,1.029972382298813,1.078304760122233,1.0041468383548475,1.0058835571650997,1.0129856617605146,1.0134732316232091,1.0134407541333594,1.011672153010216,1.0210759538325977,1.0134136212269278,1.0082567336318087,1.0224563786020733,1.0041758755808599,1.003104691283716,1.0082432614866588,1.0079462302405193,1.0,1.0289035417744823,1.0389231616532102,1.0,1.0763667813290034,1.0776879041156324,1.0775931727972716,1.0,1.053725659460135,1.0764638095559356,1.0332390266644815,1.0,1.0215649377933578,1.0,1.0089366752697655,1.0101850338905365,1.0084059920844668,1.0057851921830385,1.0095885752729439
2015-09-09,1.0234003133304972,1.007176991005886,0.9642698000202832,1.0054848283102051,1.0371848864795963,1.0263062680495545,0.9923392419298144,1.0349234809353571,1.0378836287196715,1.029972382298813,1.078304760122233,1.004681609603355,1.0059175277463457,1.0129856617605146,1.0134732316232091,1.0134407541333594,1.011672153010216,1.0210759538325977,1.0134136212269278,1.0082567336318087,1.0224563786020733,0.999510425571184,1.0021068343647594,1.0082432614866588,1.0145783389151393,1.0,1.0289035417744823,1.0389231616532102,1.0,1.0763667813290034,1.0776879041156324,1.0775931727972716,1.0,1.053725659460135,1.0764638095559356,1.0332390266644815,1.0,1.0215649377933578,1.0,1.0067876410038237,1.0079733561233826,1.006024513674732,1.0152857235742838,1.0095885752729439
2015-09-10,1.0234003133304972,1.007176991005886,0.9585507157196974,1.0054848283102051,1.036876734534132,1.0263062680495545,0.9923392419298144,1.0349234809353571,1.0310500305816115,1.029972382298813,1.078304760122233,1.0039331248599028,1.0055869710121084,1.0129856617605146,1.0134732316232091,1.0134407541333594,1.011672153010216,1.0210759538325977,1.0134136212269278,1.0082567336318087,1.0224563786020733,0.9997536938177849,1.0051219213082467,1.0099446210529657,1.0145783389151393,1.0,1.0289035417744823,1.0449155551274436,1.0,1.0763667813290034,1.0776879041156324,1.0775931727972716,1.0,1.053725659460135,1.0764638095559356,1.0332390266644815,1.0,1.0215649377933578,1.0,1.0108804051497902,1.0121332872776916,1.0099597984837523,1.0095407980364388,1.0129104412879844
2015-09-11,1.0234003133304972,1.007176991005886,0.9664683238425472,1.0054848283102051,1.0398298013724747,1.0263062680495545,0.9923392419298144,1.0349234809353571,1.0408411053080207,1.029972382298813,1.078304760122233,1.0045470263250857,1.0061676129185158,1.0129856617605146,1.0134732316232091,1.0134407541333594,1.011672153010216,1.0210759538325977,1.0134136212269278,1.0082567336318087,1.0184928006415057,0.9970824879992392,1.0051219213082467,1.0089012865043347,1.0145783389151393,1.0,1.0289035417744823,1.0480943164601164,1.0,1.0763667813290034,1.0776879041156324,1.0775931727972716,1.0,1.053725659460135,1.0764638095559356,1.0332390266644815,1.0,1.0215649377933578,1.0,1.0108804051497902,1.0121332872776916,1.0099597984837523,1.0017257445356786,1.0139090576538012
2015-09-14,1.0234003133304972,1.007176991005886,0.9664683238425472,1.0054848283102051,1.0383964670920758,1.0263062680495545,0.9923392419298144,1.0349234809353571,1.0408411053080207,1.029972382298813,1.078304760122233,1.0103123688576243,1.0124419838248715,1.0129856617605146,1.0134732316232091,1.0134407541333594,1.011672153010216,1.0210759538325977,1.0134136212269278,1.0082567336318087,1.0197263922523694,0.9984058360310445,1.0051219213082467,1.0063754283616848,1.0145783389151393,1.0,1.0289035417744823,1.0495676091137434,1.0,1.0763667813290034,1.0776879041156324,1.0775931727972716,1.0,1.053725659460135,1.0764638095559356,1.0332390266644815,1.0,1.0215649377933578,1.0,1.0113839968165723,1.012659705979873,1.0105483933871002,1.007215363432125,1.0159819554794194
2015-09-15,1.0234003133304972,1.007176991005886,0.9664683238425472,1.0054848283102051,1.0344800896511732,1.0263062680495545,0.9923392419298144,1.0349234809353571,1.0434693345586592,1.029972382298813,1.078304760122233,1.0103123688576243,1.0124419838248715,1.0129856617605146,1.0134732316232091,1.0134407541333594,1.011672153010216,1.0210759538325977,1.0134136212269278,1.0082567336318087,1.018803828575071,0.9961798989055365,1.012929049839558,1.002779055113315,1.0145783389151393,1.0,1.0289035417744823,1.0495676091137434,1.0,1.069364587797059,1.0704207441418667,1.0705753734787384,0.9931764367430852,1.0464324134927923,1.0705028674865538,1.0272619383662593,0.9942168295792307,1.0153157766697392,1.0,1.0129585127776493,1.0139973342410074,1.0121440386297558,0.9946824279577783,1.0159819554794194
2015-09-16,1.0234003133304972,1.007176991005886,0.9664683238425472,1.0054848283102051,1.0519555573966033,1.0263062680495545,0.9923392419298144,1.0349234809353571,1.063844100554723,1.029972382298813,1.078304760122233,1.0103123688576243,1.0124419838248715,1.0156642345065696,1.0161339485588854,1.016239851848849,1.0132592977906543,1.018105117053775,1.0134136212269278,1.0101646765145658,1.024132171720748,0.9953982211285121,1.012929049839558,1.0018673240633686,1.0132770428211855,1.0,1.0158061937617933,1.0367620864751836,1.0,1.0802812984370285,1.0813059550816337,1.0816265035390973,1.002953065953361,1.0512539101936926,1.0813271324014553,1.0382203932519467,1.0039007516369591,1.0200535018709782,1.0,1.0137238780815518,1.0147487942949354,1.0130581451362057,0.9846023084748549,1.0159819554794194
2015-09-17,1.015223132854021,1.0008588709696293,0.9664683238425472,0.999287216191422,1.0390659212636215,1.0012967677605809,0.9805225407191179,1.0349234809353571,1.063844100554723,1.029972382298813,1.0617218811602556,1.0090460367432676,1.0110844459974333,1.0217880417966234,1.022445799318055,1.0219676040199144,1.0180165723475205,1.0230113633696245,1.0134136212269278,1.0096529225328847,1.024132171720748,0.9984119121551555,1.0163087771761379,1.0194415801232617,1.0159202458319148,1.0,1.0145915122382914,1.0357142168380742,1.0,1.0880233642948518,1.0892439323093355,1.08894918960233,1.009176038819637,1.057394191399837,1.0891804725247436,1.0456549729073559,1.0102371957515834,1.0263111499650028,1.0,1.0137238780815518,1.0147487942949354,1.0130581451362057,0.9715596007178635,1.0159819554794194
2015-09-18,1.0120428168854134,0.995464048192381,0.9664683238425472,0.9934737882625885,1.0254178719544813,0.9814695368528402,0.9889983428961323,1.0349234809353571,1.063844100554723,1.029972382298813,1.0599120214334266,1.0114775597668546,1.0139205931218,1.0217880417966234,1.022445799318055,1.0219676040199144,1.0180165723475205,1.0328400339123598,0.9985554234484145,1.0219644071795875,1.024132171720748,0.9984119121551555,1.0237148217810825,1.0100791336631771,1.024637606492251,1.0,1.0241503812656267,1.0442558630829726,1.0,1.0880233642948518,1.0892439323093355,1.08894918960233,1.009176038819637,1.057394191399837,1.0891804725247436,1.0456549729073559,1.0102371957515834,1.0263111499650028,1.0,1.0130171834283526,1.0164594275000214,1.0148934664536924,0.9842908085730334,1.0159819554794194
2015-09-21,1.0256800885924482,1.0124137116564536,0.9664683238425472,1.011046066089569,1.0448541188620342,1.0042410535380186,1.0026319138064237,1.0349234809353571,1.063844100554723,1.029972382298813,1.079256999292671,1.0084868128032716,1.0103396886855769,1.0284087232967432,1.0264109023453836,1.0277662809463675,1.0256629068690364,1.0328400339123598,1.0078025781234445,1.0219644071795875,1.024132171720748,0.9964212468549244,1.0237148217810825,1.0125751143867627,1.024637606492251,1.0,1.021216056959702,1.0423827398080077,1.0,1.0908957235017358,1.0893659135675406,1.0910894153030177,1.0134708693414471,1.057394191399837,1.0914621376520355,1.0472049735943938,1.0139365413885857,1.0279733819181187,1.0,1.0124367768574505,1.0132674688887966,1.0135052833060685,0.9819129282022562,1.0159819554794194
2015-09-22,1.0445782271275699,1.0124137116564536,0.9664683238425472,1.011046066089569,1.0593788309927072,1.0240786623035907,1.0026319138064237,1.0349234809353571,1.063844100554723,1.029972382298813,1.079256999292671,1.0175061835294676,1.020694602776081,1.0263645387033067,1.0243529172910881,1.0252786828641824,1.0234588445130965,1.0328400339123598,1.00870859642072,1.0219644071795875,1.024132171720748,1.0025541679649193,1.0237148217810825,1.019360049064039,1.024637606492251,1.0,1.023184576085188,1.044638516240701,1.0,1.0972025057241068,1.0956086600001822,1.0969534482081869,1.019810519697383,1.057394191399837,1.0991542617134646,1.0544491919351366,1.0216452284957003,1.033682726423452,1.0,1.0089041402281393,1.0097224130503066,1.0095297921818362,0.9916111994359504,1.0159819554794194
2015-09-23,1.0445782271275699,1.0124137116564536,0.9664683238425472,1.011046066089569,1.0593788309927072,1.0240786623035907,1.0026319138064237,1.0349234809353571,1.063844100554723,1.029972382298813,1.079256999292671,1.0175061835294676,1.020694602776081,1.0247701295065015,1.0226869394114875,1.0233247311722042,1.0138412955653737,1.0328400339123598,1.00648283669476,1.0219644071795875,1.0275516005278544,1.001879196616014,1.0250239259022078,1.0203228261174913,1.024637606492251,1.0,1.0293047456049744,1.044638516240701,1.0,1.097998515267082,1.0962880645848718,1.0973761060823248,1.0120065013754511,1.057394191399837,1.0992773500191098,1.0541994619371273,1.0216452284957003,1.0339738205954747,1.0,1.0121535707352185,1.0129052540877206,1.012454729389128,0.9952366445363312,1.0159819554794194
